id,name_ar,name_en,kunyah,laqab,gender,is_prophet,node_type,prominence,biography_short,biography_source,tribe,clan,birth_year_hijri,death_year_hijri,has_parents,has_children,has_spouses,has_siblings,has_uncles,has_cousins,has_companions,has_teachers,has_students,has_battles,has_participants,name_bn,biography_bn,name_de,biography_de
1212,فاطمة بنت الحسين,Fatima al-Sughra bint al-Husayn,,,F,False,PoliticalFigure,SAHABI,"Husayn ibn Ali was an Alid political and religious leader. The second son of Ali and Fatima and a grandson of the Islamic prophet Muhammad, as well as a younger brother of Hasan ibn Ali, Husayn is regarded as the third Imam in Shia Islam after his brother, Hasan, and before his son, Ali al-Sajjad. Husayn is a prominent member of the Ahl al-Bayt and is also considered to be a member of the Ahl al-Kisa and a participant in the event of the mubahala. Muhammad described him and his brother, Hasan, as the leaders of the youth of paradise.",Wikidata/Wikipedia,,,40,110,True,False,False,False,False,False,False,False,False,False,False,,,,
1213,سكينة بنت الحسين,Sakina bint Husayn,,,F,False,PoliticalFigure,SAHABI,"Sakīna bint al-Ḥusayn, also known as Āmina, was a descendant of the Islamic prophet Muhammad. She was the daughter of Husayn ibn Ali, the third Shia Imam, and Rubab bint Imra al-Qais. Sakina was a young child in 680 at Karbala, where she witnessed the massacre of her father and his supporters by the forces of the Umayyad caliph Yazid. The women and children, among them Sakina, were marched to the capital Damascus, where they were paraded in the streets and then imprisoned.",Wikidata/Wikipedia,,,0,59,True,False,False,False,False,False,False,False,False,False,False,,,Sakīna bint al-Husain,
1214,خولة بنت الحسين,Kholat bint Husayn,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1215,صفية بنت الحسين,Safia bint Husayn,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,41,59,True,False,False,False,False,False,False,False,False,False,False,,,Safia bint Hussain,
1216,ليلى بنت أبي مرة الثقفي,Layla bint Abi Murrah al-Thaqafi,,,F,False,PoliticalFigure,SAHABI,"Laylā bint Abī Murrah ibn ʿUrwah ibn Masʿūd al-Thaqafī, also known as Umm Laylā, was a wife of Husayn ibn Ali and the mother of Ali al-Akbar and Fatima al-Sughra. She was the niece of Mu'awiya ibn Abi Sufyan. Her grandfather Urwah ibn Mas'ud was considered by Muhammad as one of the four chiefs of Islam. Allamah Mamqani counts her as one of the female narrators of traditions.",Wikidata/Wikipedia,,,80,0,False,False,True,False,False,False,False,False,False,False,False,,,Umm Layla,
1217,شهربانو,Shahrbanu,,,F,False,PoliticalFigure,SAHABI,"Shahrbānū was understood to be one of the wives of Husayn ibn Ali, the third Shia Imam and grandson of the Islamic prophet Muhammad, as well as the mother of his successor, Ali ibn Husayn. She was reportedly a Sassanid princess, a daughter of Yazdegerd III, the last Sassanid emperor of Persia. Shahrbanu has also been referred to with several other names by different writers, such as: Shaharbānawayh, Shāhzanān, Shāhjahān, Jahānshāh, Salāma, Salāfa, Ghazāla, and Sādira.",Wikidata/Wikipedia,,,0,37,False,False,True,False,False,False,False,False,False,False,False,,,Schahrbanu,
1218,الرباب بنت امرئ القيس,Rubab bint Imra al-Qais,,,F,False,PoliticalFigure,SAHABI,"Rubāb bint Imraʾ al-Qays was the first wife of Husayn ibn Ali, the third Shia Imam. After some years of remaining childless, she bore Husayn two children, named Sakina and Abd-Allah, also known as Ali al-Asghar. Rubab was present at Karbala in 680 CE and witnessed there the massacre of her husband and his supporters by the forces of the Umayyad caliph Yazid. Also killed there was Ali al-Asghar, who was at the time a young child, likely an infant. The women and children, among them Rubab, were marched to Kufa and then the capital Damascus, where they were paraded in the streets and then imprisoned. They were later released and returned to their hometown of Medina. Rubab refused to remarry after Husayn and died about a year later in Medina. Some elegies are ascribed to her in memory of Husayn.",Wikidata/Wikipedia,,,0,59,False,False,True,False,False,False,False,False,False,False,False,রুবাব বিনতে ইমরা আল-কায়স,,Rubab bint Imra al-Qais,
1219,علي بن أبي العاص بن الربيع,Ali ibn Abi al-As,,,M,False,Sahabi,SAHABI,"ʿAlī ibn Abī al-ʿĀṣ or ʿAlī ibn Zaynab bint Muḥammad was a companion and a grandson of the Islamic prophet Muhammad through his eldest daughter. Ali was born to Abu al-As ibn al-Rabi' and Zaynab bint Muhammad, and his sister was Umamah bint Zaynab. Ali ibn Zaynab is reported to have died in infancy in 630 CE.",Wikidata/Wikipedia,,,0,8,True,False,False,False,False,False,False,False,False,False,False,আলী ইবনে আবি আল-আস,,Ali ibn Zainab,
1220,أبو العاص بن الربيع,Abu al-As ibn al-Rabi,,,M,False,Sahabi,SAHABI,,Wikidata/Wikipedia,,,0,12,False,False,True,False,False,False,False,False,False,False,False,আবুল আস ইবনে রাবি,,Abu al-As ibn al-Rabia,
1221,عتبة بن أبي لهب,Utbah ibn Abi Lahab,,,M,False,Sahabi,SAHABI,ʿUtbah ibn Abī Lahab was a first cousin of the Islamic prophet Muhammad.,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,উতবা ইবনে আবু লাহাব,,Utbah ibn Abu Lahab,
1222,عتيبة بن أبي لهب,Utaybah bin Abu Lahab,,,M,False,PoliticalFigure,SAHABI,"Utaybah ibn Abī Lahab in pre-Islamic Arabia, was the son of Abū Lahab. He planned to marry Muhammad's third daughter Umm Kulthum, but canceled the engagement on his father's request. He was Muhammad's cousin.",Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,Utaybah bin Abu Lahab,
1223,عبد المطلب بن هاشم,Abd al-Muttalib,,,M,False,PoliticalFigure,SAHABI,"Shayba ibn Hāshim, better known as ʿAbd al-Muttalib, was the fourth chief of the Quraysh tribal confederation and grandfather of the Islamic prophet Muhammad.",Wikidata/Wikipedia,,,-128,-44,False,True,False,False,False,False,False,False,False,False,False,আবদুল মুত্তালিব,,ʿAbd al-Muttalib ibn Hāschim,
1224,هالة بنت وهيب,Halah bint Wuhayb,,,F,False,PoliticalFigure,SAHABI,"Hālah bint Wuhayb ibn ʿAbd Manāf ibn Zuhrah, was one of Abd al-Muttalib's wives.",Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,হালাহ বিনতে ওয়াহব,,Halah bint Wahb,
1225,أمامة بنت حمزة,Umama bint Hamza,,,F,False,Sahabi,SAHABI,Umāma bint Ḥamza was a companion and first cousin of the Islamic prophet Muhammad.,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,উমামা বিনতে হামজা,,Umama bint Hamza,
1226,يعلى بن حمزة,Yala ibn Hamza,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1227,سلمى بنت عميس,Salma bint Umays,,,F,False,Sahabi,SAHABI,"Salmā bint ʿUmays was a companion of the prophet Muhammad, hailing from the southwest Arabian Khath'am tribe.",Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,Salma bint Umays,
1228,خولة بنت قيس,Hawla b. Qays,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1229,نتيلة بنت جناب,Nutayla bint Janab,,,F,False,PoliticalFigure,SAHABI,"Al-Abbas ibn Abd al-Muttalib was a paternal uncle and sahabi (companion) of the Islamic prophet Muhammad, just three years older than his nephew. A wealthy merchant, during the early years of Islam he protected Muhammad while he was in Mecca, but only became a convert after the Battle of Badr in 624 CE (2 AH). His descendants founded the Abbasid Caliphate in 750.",Wikidata/Wikipedia,,,-87,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1230,عبد الله بن عباس,Abd Allah ibn Abbas,,,M,False,PoliticalFigure,SAHABI,"ʿAbd Allāh ibn ʿAbbās, also known as Ibn ʿAbbās, was one of the cousins of the prophet Muhammad. He is considered to be the greatest mufassir (exegete) of the Qur'an.",Wikidata/Wikipedia,,,-3,68,True,False,False,False,False,False,False,False,False,False,False,আবদুল্লাহ ইবনে আব্বাস,,ʿAbdallāh ibn ʿAbbās,
1231,الفضل بن العباس,Al-Fadl ibn Abbas,,,M,False,PoliticalFigure,SAHABI,"Faḍl ibn ʿAbbās was a cousin and companion of the prophet Muhammad. A prominent member of the Banu Hashim, he served as a commander in the Rashidun army and participated in the early conquests of the Levant and North Africa, notably at the siege of Cyrenaica. He died in Syria during the Plague of Amwas.",Wikidata/Wikipedia,,,-8,17,True,False,False,False,False,False,False,False,False,False,False,ফাদল ইবনে আব্বাস,,Fadl ibn Abbas,
1232,عبيد الله بن العباس,Ubayd Allah ibn Abbas,,,M,False,PoliticalFigure,SAHABI,Ubayd Allah ibn Abbas was an Arab Muslim commander and the governor of Yemen under the fourth Rashidun caliph Ali.,Wikidata/Wikipedia,,,0,85,True,False,False,False,False,False,False,False,False,False,False,উবায়দুল্লাহ ইবনে আব্বাস,,,
1233,معبد بن العباس,Ma'bad ibn Abbas,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1234,قثم بن العباس,Qutham ibn Abbas,,,M,False,PoliticalFigure,SAHABI,"Qutham ibn al-ʿAbbās, approximately born in 624 in Medina and died in 677 in Samarkand, was an Arab statesman and preacher. He served as the leader of Mecca during the reign of Caliph Ali ibn Abi Talib and was one of the participants in the Arab Caliphate's conquest of Central Asia. He is recognized as the first preacher of Islam in the territory of modern-day Uzbekistan.",Wikidata/Wikipedia,,,2,56,True,False,False,False,False,False,False,False,False,False,False,,,Kusam ibn Abbas,
1235,أم حبيب بنت العباس,Umm Habib bint Abbas,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1236,أم كلثوم بنت العباس,Umm Kulthum bint Abbas,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1237,كثير بن العباس,Kathir ibn Abbas,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1238,عبد الرحمن بن العباس,Abd al-Rahman ibn al-Abbas,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,আবদুর রহমান ইবনে আব্বাস,,,
1239,أميمة بنت العباس,Umayma bint Abbas,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1240,عون بن العباس,Awn ibn Abbas,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1241,الوليد بن المغيرة,Walid ibn al-Mughira,,,M,False,PoliticalFigure,SAHABI,Al-Walid ibn al-Mughira al-Makhzumi was the chief of the Banu Makhzum clan of the Quraysh tribe.,Wikidata/Wikipedia,,,-94,0,False,True,False,False,False,False,False,False,False,False,False,ওয়ালিদ ইবনে আল-মুগিরা,,,
1242,لبابة الصغرى,Lubaba al-Sughra,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,Lababa bint Al-Harith,
1243,سليمان بن خالد بن الوليد,Suleiman bin Khalid bin Al-Walid,,,M,False,Sahabi,SAHABI,,Wikidata/Wikipedia,,,-10,20,True,False,False,False,False,False,False,False,False,False,False,সুলাইমান ইবনে খালিদ,,Suleiman bin Khalid bin Al-Walid,
1244,المهاجر بن خالد بن الوليد,Muhajir ibn Khalid,,,M,False,PoliticalFigure,SAHABI,Al-Muhajir ibn Khalid ibn al-Walid was an Arab soldier in the army of Caliph Ali and son of the prominent general Khalid ibn al-Walid. He died in the Battle of Siffin.,Wikidata/Wikipedia,,,0,36,True,False,False,False,False,False,False,False,False,False,False,মুহাজির ইবনে খালিদ,,Muhajir ibn Khalid,
1245,عبد الرحمن بن خالد بن الوليد,Abdulreman ibn Khalid,,,M,False,PoliticalFigure,SAHABI,"Abd al-Rahman ibn Khalid ibn al-Walid was the governor of Homs under caliphs Uthman and Mu'awiya I. During Mu'awiya's governorship of Syria (639–661), Abd al-Rahman commanded a number of campaigns against the Byzantine Empire and defended the Upper Mesopotamian frontier from the Iraq-based forces of Caliph Ali. He fought reputably against the latter at the Battle of Siffin in 657 and continued his governorship of Homs and campaigns against the Byzantines after Mu'awiya became caliph in 661. His battlefield reputation and descent from his father, the prominent general Khalid ibn al-Walid, made him particularly popular among the Arabs of Syria. Mu'awiya ultimately perceived him as a potential rival of his own son Yazid, who he was grooming as his successor, which led the caliph to allegedly order Abd al-Rahman's poisoning in 666.",Wikidata/Wikipedia,,,-6,46,True,False,False,False,False,False,False,False,False,False,False,আব্দুর রহমান বিন খালিদ বিন আল ওয়ালিদ,,Abdulreman ibn Khalid,
1246,أسماء بنت أنس بن مدرك,Asma bint Anas ibn Mudrik,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,-74,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1247,علي بن عبد الله بن عباس,Alí ibn Abd-Al·lah ibn al-Abbàs,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,71,117,True,False,False,False,False,False,False,False,False,False,False,আলী ইবনে আবদুল্লাহ ইবনে আল-আব্বাস,,,
1248,لبابة بنت عبد الله بن عباس,Lubaba bint Abd Allah ibn Abbas,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1249,أميمة بنت صبيح,Maimoona binth Safeeh,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1250,محرر بن أبي هريرة,Muharrir ibn Abu Huraira,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,101,True,False,False,False,False,False,False,False,False,False,False,,,,
1251,عبد الرحمن بن أبي هريرة,Abdurrahman ibn Abu Hudaida,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1252,بلال بن أبي هريرة,Bilal ibn Abu Hurairah,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,101,True,False,False,False,False,False,False,False,False,False,False,,,,
1253,بسرة بنت غزوان,Busra bint Ghazwan,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1254,أم سليم بنت ملحان,Rumaysa bint Milhan,,,F,False,PoliticalFigure,SAHABI,"Al-Rumayṣāʾ bint Milḥān, popularly known by her kunya as Umm Sulaym, was a follower or companion (Sahabiyyah) of Islamic prophet Muhammad and was one of the earliest women converts to Islam in Yathrib.",Wikidata/Wikipedia,,,-22,183,False,True,True,False,False,False,False,False,False,False,False,উম্মে সুলাইম বিনতে মিলহান,,Umm Sulaim bint Milhān,
1255,أبو بكر بن أنس بن مالك,Abu Bakr ibn Anas ibn Malik,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1256,النضر بن أنس بن مالك,Al-Nadr ibn Anas ibn Malik,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1257,موسى بن أنس بن مالك,Musa ibn Anas ibn Malik,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1258,عبد الله بن عمرو بن حرام,Abd Allah ibn Amr ibn Haram,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,3,False,True,False,False,False,False,False,False,False,False,False,,,,
1259,نسيبة بنت عقبة بن عدي,Nasiba bint Uqba ibn Uddi,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,Nasiba bint Uqba ibn Uddi,
1260,حارثة بن شراحيل,Harithah ibn shrahel,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1261,درة بنت أبي لهب,Durrah bint Abu Lahab,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,18,False,False,True,False,False,False,False,False,False,False,False,,,,
1262,هند بنت العوام,Hind bint al-Awwam,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1263,ياسر بن عامر العنسي,Yasir ibn Amir al-Ansi,,,M,False,Sahabi,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,True,False,False,False,False,False,False,False,False,ইয়াসির ইবনে আমের,,Yasir ibn Amir,
1264,سمية بنت خباط,Sumayyah bint Khayyat,,,F,False,Sahabi,SAHABI,"Sumeyah was the first member of the Ummah (community) of the Islamic prophet Muhammad to be killed for her faith, making her the first martyr of Islam, as well as the first female martyr. Shortly afterward, her husband Yasir ibn Amir was also killed because of his conversion, becoming the first male martyr. Her full name is given variously as Sumayya bint Khabbat or Sumayya bint Khayyat. She was the mother of Ammar ibn Yasir.",Wikidata/Wikipedia,,,-74,-7,False,True,False,False,False,False,False,False,False,False,False,সুমাইয়া বিনতে খাব্বাত,,Sumayyah bint Khayyat,
1265,فاطمة العامرية,Fāṭimah al-ʿĀmiriyyah,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1266,أميمة بنت عبد المطلب,Umama bint Abdulmuttalib,,,F,False,PoliticalFigure,SAHABI,Umaymah bint ʿAbd al-Muṭṭalib was a paternal aunt of the Islamic prophet Muhammad.,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,উমামা বিনতে আব্দুল মুত্তালিব,,,
1267,عبد الرحمن بن أبي سعيد الخدري,Abd al-Rahman ibn Abi Sa'id al-Khudri,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1268,حسيل بن جابر,Husayl ibn Al-Gaber,,,M,False,Sahabi,SAHABI,,Wikidata/Wikipedia,,,0,3,False,True,False,False,False,False,False,False,False,False,False,হুসাইল ইবনে জাবির,,,
1269,أبو بكر الصديق,Abu Bakr,,,M,False,PoliticalFigure,SAHABI,"Abu Bakr, born Abdullah ibn Abi Quhafa, was a senior companion, the closest friend, and father-in-law of Muhammad, the Islamic prophet. He served as the first caliph of the Rashidun Caliphate, ruling from 632 until his death in 634. Abu Bakr was granted the honorific title al-Ṣiddīq by Muhammad, a designation that continues to be used by Sunni Muslims to this day.",Wikidata/Wikipedia,,,-50,12,False,True,True,False,False,False,False,False,False,False,False,আবু বকর ইবনে কুহাফা,,Abū Bakr,
1270,عبد الله بن ياسر,Abd Allah ibn Yasir,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1271,الأزرق بن عقبة,Al-Azraq ibn Uqba,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1272,عاتكة بنت عامر بن ربيعة,Atikah bint ʿAmir ibn Rabi'ah,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1273,زينب بنت أبي سلمة,Zaynab bin Abi-Salama,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,74,True,False,False,False,False,False,False,False,False,False,False,যয়নব বিনতে আবি সালামা,,,
1274,عمر بن أبي سلمة,Umar ibn Abi Salama,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,-2,82,True,False,False,False,False,False,False,False,False,False,False,,,,
1275,سلمة بن أبي سلمة,Salama ibn Abi-Salama,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1276,أم كلثوم بنت أبي سلمة,Zarah,,,F,False,PoliticalFigure,SAHABI,"Zarah may refer to:Zarah (entertainer), American singer and songwriter, also an author
Zarah Garde-Wilson, Australian solicitor
Zarah Ghahramani, Iranian-born author living in Australia
Zarah Leander, Swedish actress and singer
Zarah, or Ich weiss, es wird einmal ein Wunder geschehen, a song by Nina Hagen
Zarah Razafimahatratra, Malagasy tennis player
Zarah Sultana, a British-Pakistani politician
Fort Zarah, Kansas, US",Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1277,أبو سلمة بن عبد الأسد,Abu Salama 'Abd Allah ibn 'Abd al-Asad al-Makhzumi,,,M,False,PoliticalFigure,SAHABI,Abū Salama ʿAbd Allāh ibn ʿAbd al-Asad was one of the companions of the Islamic prophet Muhammad. He was also a cousin and a foster-brother of Muhammad and Hamza ibn Abd al-Muttalib through their foster-mother Thuwaybah.,Wikidata/Wikipedia,,,-22,3,False,False,True,False,False,False,False,False,False,False,False,আবু সালামা ইবনে আবদিল আসাদ,,Abū Salama ibn ʿAbd al-Asad,
1278,عمر بن الخطاب,Umar ibn Al-Khattāb,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,-37,22,False,True,True,False,False,False,False,False,False,False,False,উমর ইবনুল খাত্তাব,,Umar ibn al-Chattab,
1279,خنيس بن حذافة,Khunais ibn Hudhaifa,,,M,False,Sahabi,SAHABI,Khunays ibn Ḥudhāfa was a companion of Muhammad. He died at the beginning of twenty-five months after Muhammad went to Medina.,Wikidata/Wikipedia,,,0,2,False,False,True,False,False,False,False,False,False,False,False,খুনাইস ইবনে হুজাইফা,,Khunais ibn Hudhaifa,
1280,أيمن بن أم أيمن,Ayman ibn Ubayd,,,M,False,Sahabi,SAHABI,"Ayman ibn ʿUbayd, or Ayman ibn Umm Ayman, was an early Muslim and companion of the Islamic prophet Muhammad.",Wikidata/Wikipedia,,,-10,8,True,False,False,False,False,False,False,False,False,False,False,আয়মান ইবনে উবাইদ,,Ayman Ibn Ubayd,
1281,عبيد بن زيد,Ubayd ibn Zayd,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1282,زيد بن حارثة,Zayd ibn Haritha al-Kalbi,,,M,False,Sahabi,SAHABI,"Zayd ibn Ḥāritha al-Kalbī, was an early Muslim, Sahabi and the former adopted son of the Islamic prophet, Muhammad. He is commonly regarded as the fourth person to have accepted Islam, after Muhammad's wife Khadija, Muhammad's cousin Ali, and Muhammad's close companion Abu Bakr. Zayd was a slave that Hakim ibn Hizam, Khadija's nephew, bought for her at a market in Ukaz. Zayd then became her and Muhammad’s adopted son and took his lineage. His lineage was later restored just before he had his second wife Zaynab bint Jahsh divorced and married to Muhammad. He later went on to marry into Muhammad's family.",Wikidata/Wikipedia,,,-42,7,False,False,True,False,False,False,False,False,False,False,False,যায়েদ ইবনে হারেসা,,Zayd ibn Harithah,
1283,السكران بن عمرو,As-Sakran ibn Amr,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,,
1284,برة بنت سموأل,Barra binte Samawal,,,F,False,PoliticalFigure,SAHABI,"Barra bint Samaw'al was a Jewish woman, and the mother of Safiyya bint Huyayy, who was a wife and prominent figure in the life of Muhammad. Barra was born as a member of the Banu Qurayza, and subsequently married Huyayy ibn Akhtab, the leader of the Banu Nadir; both were Arab Jewish tribes. Her husband was a leader in a revolt, and he, and their tribes, were defeated and decimated by Muhammad.",Wikidata/Wikipedia,,,-22,80,False,True,False,False,False,False,False,False,False,False,False,,,Barra bint Samaw'al,
1285,سلام بن مشكم,Sallam ibn Mishkam,,,M,False,PoliticalFigure,SAHABI,"Sallam ibn Mishkam was a Jewish warrior, rabbi and poet who lived in Medina, Arabia, in the early seventh century.",Wikidata/Wikipedia,,,0,6,False,False,True,False,False,False,False,False,False,False,False,,,Sallam ibn Mishkam,
1286,كنانة بن أبي الحقيق,Kinana ibn al-Rabi,,,M,False,PoliticalFigure,SAHABI,"Kenana ibn al-Rabi' also known as Kenana ibn al-Rabi'a and Kenana ibn al-Rabi ibn Abu al-Huqayq, was a Jewish tribal leader of seventh-century Arabia and an opponent of Muhammad. He was from the Jewish Banu Nadir tribe of Arabia. He was a son of the poet al-Rabi ibn Abu al-Huqayq. Ibn al-Rabi' was killed during early Muslim clashes with the Banu Nadir.",Wikidata/Wikipedia,,,-22,6,False,False,True,False,False,False,False,False,False,False,False,কেনান ইবনে আল রাবি,,Kinana ibn ar-Rabi',
1287,أبو رهم بن عبد العزى,Abu Ruhm ibn Abd al-Uzza,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,7,False,False,True,False,False,False,False,False,False,False,False,,,,
1288,عبيدة بن الحارث,Ubaydah ibn al-Harith,,,M,False,Sahabi,SAHABI,Ubayda ibn al-Harith was a relative and companion of the Islamic prophet Muhammad. He is known for commanding the expedition in which Islam’s first arrow was shot and for being the first Muslim to be martyred in battle and third ever in Islam.,Wikidata/Wikipedia,,,-60,2,False,False,True,False,False,False,False,False,False,False,False,উবাইদাহ ইবনে হারিস,,,
1289,صفية بنت أبي العاص,Safiyyah bint Abi al-As,,,F,False,PoliticalFigure,SAHABI,Ṣafiyyah bint Abī al-ʿĀṣ was the daughter of Abu al-As ibn Umayya.,Wikidata/Wikipedia,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1290,حبيبة بنت عبيد الله,Habibah binte Ubayd-Allah,,,F,False,PoliticalFigure,SAHABI,Habiba bint Ubayd Allah was the daughter of Ubayd Allah ibn Jahsh and Umm Habiba Ramla bint Abi Sufyan.,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,হাবিবা বিনতে উবায়দুল্লাহ রা,,,
1291,عبيد الله بن جحش,Ubayd-Allah ibn Jahsh,,,M,False,PoliticalFigure,SAHABI,"Ubayd Allah ibn Jahsh ibn Ri'ab was a contemporary and first cousin of the Islamic prophet Muhammad following his migration to Abyssinia in around 615 CE. He is one of the four hanifs mentioned by Ibn Ishaq, the others being Waraka ibn Nawfal, Uthman ibn Huwairith and Zayd ibn Amr. He is known for leaving Islam for Christianity.",Wikidata/Wikipedia,,,-35,5,False,False,True,False,False,False,False,False,False,False,False,,,,
1292,السائب بن العوام,Al-Saib ibn al-Awwam,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,10,True,False,False,False,False,False,False,False,False,False,False,,,,
1293,أم حبيب بنت العوام,Umm Habib bint al-Awwam,,,F,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1294,الحارث بن حرب,Al-Harith ibn Harb,,,M,False,PoliticalFigure,SAHABI,"Al-Harith ibn Ḥarb was the son of the 7th century Arabian Meccan leader Harb ibn Umayya. Hence he was the brother of Abu Sufyan ibn Harb, who was chief of Mecca in the period 624–630 and a major opponent of Muhammad.",Wikidata/Wikipedia,,,0,0,False,False,True,False,False,False,False,False,False,False,False,,,Harith ibn Harb,
1295,أبو عمير بن أبي طلحة,Abu Umayr ibn Abi Talha,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,0,0,True,False,False,False,False,False,False,False,False,False,False,,,,
1296,عبد الله بن أبي طلحة الأنصاري,Abd Allah ibn Abi Talha,,,M,False,PoliticalFigure,SAHABI,,Wikidata/Wikipedia,,,8,83,True,False,False,False,False,False,False,False,False,False,False,,,,
